Program Stream,Province/Territory,Employer,Address,Occupation,Code,Job Title,Incorporate Status,Approved LMIAs,Approved Positions,Quarter
   Low Wage,Manitoba,7406453 Manitoba Ltd.,"Selkirk, MB R1A 1T7",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,2.0,3
   Low Wage,Manitoba,7456426 Manitoba Ltd.,"Beausejour, MB R0E 0C0",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,7518740 Manitoba Inc.,"Winnipeg, MB R3C 2E6",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Amika ARS Venture Ltd.,"Stony Mountain, MB R0C 3A0",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,"AMIN HOUSHMAND, FOAD SABETI MISS THE PAS RESTAURANT","The Pas, MB R9A 1L7","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,Better Move Transport Ltd,"Winnipeg, MB R3W 0C6",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,6.0,3
   Low Wage,Manitoba,BRAR BHRA 1313 INC.,"WINNIPEG, MB R2P 1L7",7513-Taxi and limousine drivers and chauffeurs,7513,Taxi and limousine drivers and chauffeurs,Unknown,1.0,3.0,3
   Low Wage,Manitoba,BW Dauphin Ltd.,"Dauphin, MB R7N 2T9",6312-Executive housekeepers,6312,Executive housekeepers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,C & D MOBILE WASH LTD.,"GRUNTHAL, MB R0A 0R0",6732-Specialized cleaners,6732,Specialized cleaners,Unknown,1.0,4.0,3
   Low Wage,Manitoba,Canadian Pathway Immigration Services  (CPIS) Inc.,"Winnipeg, MB R3T 2B6",1241-Administrative assistants,1241,Administrative assistants,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Computer Remedies Ltd.,"Morden, MB R6M 1C9",6421-Retail salespersons,6421,Retail salespersons,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Comte Industries Limited,"Notre Dame de Lourdes, MB R0G 1M0",9612-Labourers in metal fabrication,9612,Labourers in metal fabrication,Unknown,1.0,3.0,3
   Low Wage,Manitoba,CROSSROADS GROCERY 274 LTD,"SOMERSET, MB R0G 2L0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",6331,"Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1.0,1.0,3
   Low Wage,Manitoba,DC Hospitality Inc,"Navin, MB R5T 0K1","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,5.0,3
   Low Wage,Manitoba,DGA FOOD SERVICE INC. O/A SUBWAY,"WINNIPEG, MB R2M 2Z8","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,Double Double Cathy Ltd.,"Elie, MB R0H 0H0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,6.0,3
   Low Wage,Manitoba,DPZ Osborne Ltd o/a Domino's Pizza,"Winnipeg, MB R3L 2A5",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,DTK FOOD SERVICE INC.,"WINNIPEG, MB R3H 0G4","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,Fat Boy Restaurant LTD.,"The Pas, MB R9A 1R6",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,2.0,3
   Low Wage,Manitoba,GBG Group Inc,"Winnipeg, MB R3B 3N3",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,GGS Smart Move Inc.,"Winnipeg, MB R2R 2Z7",7452-Material handlers,7452,Material handlers,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Gill Sons Inc.,"Wininipeg, MB R2P 1E6",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,GPF PIZZA LTD.,"Winnipeg, MB R3R 0C6",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Grassmere Family Restaurant Inc.,"West St. Paul, MB R4A 5A5",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,H&F Foods LTD,"Ste. Rose Du Lac, MB R0L 1S0",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Manitoba,HAPPY PLANET ENTERPRISES LTD,"ASHERN, MB R0C 0E0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,2.0,3
   Low Wage,Manitoba,Harris Meats & Groceries (2013) Inc,"winnipeg, MB R2X 1W5",6611-Cashiers,6611,Cashiers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Harris Meats & Groceries (2013) Inc,"winnipeg, MB R2X 1W5","6622-Store shelf stockers, clerks and order fillers",6622,"Store shelf stockers, clerks and order fillers",Unknown,1.0,2.0,3
   Low Wage,Manitoba,Hive Hospitality Group Inc.,"Brandon, MB R7C 1A8","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,10.0,3
   Low Wage,Manitoba,HOLLANDER MOTOR HOTEL,"Holland, MB R0G 0X0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Instant Hospitality Inc,"Oakbank, MB R0E 1J2","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,5.0,3
   Low Wage,Manitoba,J Peeterman Enterprises,"Winnipeg, MB R3P 0Y4",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,J Peeterman Enterprises,"Winnipeg, MB R3P 0Y4",6322-Cooks,6322,Cooks,Unknown,1.0,3.0,3
   Low Wage,Manitoba,JasMan Ventures Inc,"winnipeg, MB R3C 0X1",6611-Cashiers,6611,Cashiers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,JasMan Ventures Inc,"winnipeg, MB R3C 0X1","6622-Store shelf stockers, clerks and order fillers",6622,"Store shelf stockers, clerks and order fillers",Unknown,1.0,2.0,3
   Low Wage,Manitoba,JPK FOOD SERVICE INC.,"Selkirk, MB R1A 3T7",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,JPK FOOD SERVICE INC.,"Selkirk, MB R1A 3T7","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,Kat-Han Inc,"Winkler, MB R6W 0M6","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,10.0,3
   Low Wage,Manitoba,KLC Hospitality Ltd.,"Brandon, MB R7A 5C3",0631-Restaurant and food service managers,0631,Restaurant and food service managers,Unknown,1.0,1.0,3
   Low Wage,Manitoba,KPJ FOOD SERVICE INC.,"SELKIRK, MB R1A 1R3","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,2.0,2.0,3
   Low Wage,Manitoba,M. Rashid Trading Inc.,"Winnipeg, MB R3C 0C3",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Moosehorn Consumers Cooperative LTd,"Moosehorn, MB R0C 2E0",6611-Cashiers,6611,Cashiers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,OM Shivay Enterprise Inc,"The Pas, MB R9A 1K8",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,2.0,3
   Low Wage,Manitoba,OM Shivganesh Enterprise Inc.,"Thompson, MB R8N 0M7","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,3.0,3
   Low Wage,Manitoba,OVER THE COALS RESTAURANT LTD.,"PORTAGE LA PRAIRIE, MB R1N 0K9",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Park Street Enterprises,"Winnipeg, MB R3G 0W4",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Park Street Enterprises,"Winnipeg, MB R3G 0W4",6322-Cooks,6322,Cooks,Unknown,1.0,3.0,3
   Low Wage,Manitoba,PARVATI RESTAURANT LTD,"BRANDON, MB R7B 3P8",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Patel Foods LTd.,"Dauphin, MB R7N 3B3","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,8.0,3
   Low Wage,Manitoba,PATEL FRIENDS LTD.,"Steinbach, MB R5G 1Y2",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Pizza Den LTD,"Stonewall, MB R0C 2Z0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Pizza Den LTD,"Stonewall, MB R0C 2Z0",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Manitoba,PNP Food Services Inc,"Winnipeg, MB R3G 0S7","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,PRATIK & BROTHERS LTD O/A SUBWAY,"Winnipeg, MB R3M 3X7",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,2.0,3
   Low Wage,Manitoba,R&J Skys Inc.,"The Pas, MB R9A 1L6",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,6.0,3
   Low Wage,Manitoba,Ramallah Cafe 2 Limited,"Winnipeg, MB R2K 3Z5",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Redcap Enterprises Company Ltd.,"Shoal Lake, MB R0J 1Z0",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Rokhon & Bros Transport Ltd,"Winnipeg, MB R2P 1P7",7452-Material handlers,7452,Material handlers,Unknown,1.0,4.0,3
   Low Wage,Manitoba,Saigon Nails & Beauty Salon,"Winnipeg, MB R2Y 2J2","6562-Estheticians, electrologists and related occupations",6562,"Estheticians, electrologists and related occupations",Unknown,1.0,1.0,3
   Low Wage,Manitoba,Shiv Shakti Anpurna Limited,"Dauphin, MB R7N 3H4",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Sushi Jet Ltd.,"Winnipeg, MB R3T 2H4",6322-Cooks,6322,Cooks,Unknown,1.0,3.0,3
   Low Wage,Manitoba,Team Ouzzy Inc.,"THOMPSON, MB R8N 1Z8","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,12.0,3
   Low Wage,Manitoba,TEN DIAMONDS INC.,"Portage la Prairie, MB R1N 0R3",6513-Food and beverage servers,6513,Food and beverage servers,Unknown,1.0,4.0,3
   Low Wage,Manitoba,TEN DIAMONDS INC.,"Portage la Prairie, MB R1N 0R3","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,8.0,3
   Low Wage,Manitoba,Timvir LTD.,"Virden, MB R0M 2C0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,6.0,3
   Low Wage,Manitoba,Ti-Yende Movers & Transportation Ltd.,"Winnipeg, MB R2N 0G8",7622-Railway and motor transport labourers,7622,Railway and motor transport labourers,Unknown,1.0,1.0,3
   Low Wage,Manitoba,TRIPLE V BUILDING MAINTENANCE LTD.,"Winnipeg, MB R2X 2W3",6731-Light duty cleaners,6731,Light duty cleaners,Unknown,1.0,5.0,3
   Low Wage,Manitoba,Tropicana Investments Ltd.,"STEINBACH, MB R5G 1P9",6321-Chefs,6321,Chefs,Unknown,1.0,2.0,3
   Low Wage,Manitoba,VIP Millwork Ltd.,"St Francois Xavier, MB R4L 1A1",7272-Cabinetmakers,7272,Cabinetmakers,Unknown,1.0,2.0,3
   Low Wage,Manitoba,Wescana Inn,"The Pas, MB R9A 1M3",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Manitoba,Yafa Cafe Arabic Street Food Inc.,"Winnipeg, MB R3J 0E8",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
  Primary Agriculture,Manitoba,4383754  Manitoba ltd,"Carman, MB R0G 0J0",8431-General farm workers,8431,General farm workers,Unknown,2.0,2.0,3
  Primary Agriculture,Manitoba,Canmark Family Farming Ltd.,"Roblin, MB R0L 1P0",8431-General farm workers,8431,General farm workers,Unknown,1.0,12.0,3
  Primary Agriculture,Manitoba,Dykun Farms Ltd.,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,8431,General farm workers,Unknown,1.0,3.0,3
  Primary Agriculture,Manitoba,Elskamp Dairy Farm Inc.,"Woodlands, MB R0C 3H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1.0,6.0,3
  Primary Agriculture,Manitoba,ENTREPRISES LOUIS BALCAEN INC,"La Broquerie, MB R0A 0W0",8431-General farm workers,8431,General farm workers,Unknown,2.0,7.0,3
  Primary Agriculture,Manitoba,Hird Cattle Co. Ltd.,"Treherne, MB R0G 2V0",8431-General farm workers,8431,General farm workers,Unknown,1.0,2.0,3
  Primary Agriculture,Manitoba,Itzke River Farm Ltd,"St. Francois Xavier, MB R0H 0V0",8431-General farm workers,8431,General farm workers,Unknown,1.0,6.0,3
  Primary Agriculture,Manitoba,Jeffries Bros. Vegetable Growers Inc.,"Portage la Prairie, MB R1N 3C2",8431-General farm workers,8431,General farm workers,Unknown,1.0,4.0,3
  Primary Agriculture,Manitoba,Kroeker Farms Limited,"Winkler, MB R6W 0K7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1.0,1.0,3
  Primary Agriculture,Manitoba,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,8431,General farm workers,Unknown,3.0,20.0,3
  Primary Agriculture,Manitoba,LOE-BEE HONEY FARMS LTD,"Rapid City, MB R0K 1W0",8431-General farm workers,8431,General farm workers,Unknown,1.0,5.0,3
  Primary Agriculture,Manitoba,Loveday Mushroom Farms Ltd.,"Winnipeg, MB R2J 0A2",8611-Harvesting labourers,8611,Harvesting labourers,Unknown,1.0,30.0,3
  Primary Agriculture,Manitoba,OAKNOOK Honey Products Ltd.,"Ashville, MB R0L 0A0",8431-General farm workers,8431,General farm workers,Unknown,2.0,18.0,3
  Primary Agriculture,Manitoba,River Valley Specialty Farms Inc.,"Bagot, MB R0H 0E0",8431-General farm workers,8431,General farm workers,Unknown,1.0,7.0,3
  Primary Agriculture,Manitoba,Schriemer Family Farm Ltd,"Otterburne, MB R0A 1G0",8431-General farm workers,8431,General farm workers,Unknown,1.0,5.0,3
  Primary Agriculture,Manitoba,Searle Greenhouses Ltd,"East Selkirk, MB R0E 0M0",8432-Nursery and greenhouse workers,8432,Nursery and greenhouse workers,Unknown,1.0,29.0,3
  Primary Agriculture,Manitoba,Vermillion Growers Ltd,"Dauphin, MB R7N 1H1",0822-Managers in horticulture,0822,Managers in horticulture,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,4Tracks Ltd.,"Winnipeg, MB R3C 2E6",2171-Information systems analysts and consultants,2171,Information systems analysts and consultants,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,7553669 Manitoba Inc.,"Winnipeg, MB R3M 2L6",2175-Web designers and developers,2175,Web designers and developers,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,CloudGenie Corp,"Winnipeg, MB R3T 6A8",0125-Other business services managers,0125,Other business services managers,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,IC Group Inc,"Winnipeg, MB R3Y 1G4",2175-Web designers and developers,2175,Web designers and developers,Corporation,1.0,1.0,3
 Global Talent Stream,Manitoba,Pollard Banknote Ltd.,"Winnipeg, MB R3T 1L7",2171-Information systems analysts and consultants,2171,Information systems analysts and consultants,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,Pollard Banknote Ltd.,"Winnipeg, MB R3T 1L7",2174-Computer programmers and interactive media developers,2174,Computer programmers and interactive media developers,Unknown,3.0,3.0,3
 Global Talent Stream,Manitoba,Red River Press Inc.,"Winnipeg, MB R3B 1G7",2175-Web designers and developers,2175,Web designers and developers,Unknown,1.0,1.0,3
 Global Talent Stream,Manitoba,UBISOFT ENTERTAINMENT INC.,"Winnipeg, MB R3B 0S5",2174-Computer programmers and interactive media developers,2174,Computer programmers and interactive media developers,Unknown,2.0,2.0,3
    High Wage,Saskatchewan,102063960 Saskatchewan Ltd,"Regina, SK S4P 0A6",1221-Administrative officers,1221,Administrative officers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,102119690 SASKATCHEWAN LTD.,"Saskatoon, SK S7N 0W7",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,102126809 Saskatchewan Ltd,"Saskatoon, SK S7H 5M3",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,1686060 alberta ltd,"regina, SK S4N 5B1",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,Able Transport Inc,"Saskatoon, SK S7R 0L2",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,2.0,3
    High Wage,Saskatchewan,Advance Tank Production Ltd.,"Regina, SK S4N 5P7",7237-Welders and related machine operators,7237,Welders and related machine operators,Unknown,1.0,2.0,3
    High Wage,Saskatchewan,BASF Canada Inc.,"Saskatoon, SK S7K 1N2",2121-Biologists and related scientists,2121,Biologists and related scientists,Corporation,1.0,1.0,3
    High Wage,Saskatchewan,Costas Consulting Ltd,"Nipawin, SK S0E 1E0",6532-Outdoor sport and recreational guides,6532,Outdoor sport and recreational guides,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,Evergreen Medical Clinic,"Saskatoon, SK S7W 0Z2",3112-General practitioners and family physicians,3112,General practitioners and family physicians,Corporation,1.0,4.0,3
    High Wage,Saskatchewan,Flaman Sales ltd,"Saskatoon, SK S7K 3J7",7335-Other small engine and small equipment repairers,7335,Other small engine and small equipment repairers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,GreenX Hauling inc.,"estevan, SK S4A 1P8",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,3.0,3
    High Wage,Saskatchewan,Gunson Guiding & Outfitting Ltd.,"vonda, SK S0K 4N0",6532-Outdoor sport and recreational guides,6532,Outdoor sport and recreational guides,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,Harbuilt Construction Ltd.,"Moosomin, SK S0G 3N0",2233-Industrial engineering and manufacturing technologists and technicians,2233,Industrial engineering and manufacturing technologists and technicians,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,J & D Agro Ltd.,"Tuxford, SK S0H 4C0",7312-Heavy-duty equipment mechanics,7312,Heavy-duty equipment mechanics,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,JMH Trucking Ltd.,"Saskatoon, SK S7R 0A5",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,4.0,3
    High Wage,Saskatchewan,Kateen Enterprises Ltd.,"Regina, SK S4T 1P1",1311-Accounting technicians and bookkeepers,1311,Accounting technicians and bookkeepers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,Lodex Transport Ltd.,"Saskatoon, SK S7R 1A7",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,6.0,3
    High Wage,Saskatchewan,LOGIX TRANSPORTATION LIMITED,"regina, SK S4S 4E1",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,3.0,3
    High Wage,Saskatchewan,Matta Transport Inc.,"Saskatoon, SK S7W 0R2",1525-Dispatchers,1525,Dispatchers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,paragon concrete pumping corp,"saskatoon, SK S7W 0B2",7282-Concrete finishers,7282,Concrete finishers,Unknown,1.0,3.0,3
    High Wage,Saskatchewan,Prairie Skies Medical Imaging P.C. Inc.,"Regina, SK S4S 6X5",3111-Specialist physicians,3111,Specialist physicians,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,Sadhra Roadlink Ltd,"SASKATOON, SK S7P 0C9",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,5.0,3
    High Wage,Saskatchewan,Sali Transport Ltd,"Regina, SK S4K 0A1",7511-Transport truck drivers,7511,Transport truck drivers,Unknown,1.0,4.0,3
    High Wage,Saskatchewan,Saskatchewan Health Authority,"Saskatoon, SK S7K 0M7",3111-Specialist physicians,3111,Specialist physicians,Unknown,2.0,2.0,3
    High Wage,Saskatchewan,Saskatchewan Health Authority - Regina,"REGINA, SK S4P 0W5",3111-Specialist physicians,3111,Specialist physicians,Non-Profit Organization,1.0,1.0,3
    High Wage,Saskatchewan,Test Pro Energy Services Inc.,"Estevan, SK S4A 2J7","8232-Oil and gas well drillers, servicers, testers and related workers",8232,"Oil and gas well drillers, servicers, testers and related workers",Unknown,1.0,2.0,3
    High Wage,Saskatchewan,The University of Regina,"Regina, SK S4S 0A2",4011-University professors and lecturers,4011,University professors and lecturers,Unknown,1.0,1.0,3
    High Wage,Saskatchewan,ULTIMATE LOGISTICS LTD,"MOOSE JAW, SK S6H 1Z2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101024308 SK Ltd.,"North Battleford, SK S9A 1R4","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101041843 SK Ltd,"Maple Creek, SK S0N 1N0",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101105301 Saskatchewan Ltd.,"Kelvington, SK S0A 1W0",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,101105301 Saskatchewan Ltd.,"Kelvington, SK S0A 1W0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,3.0,3
   Low Wage,Saskatchewan,101175512 Saskatchewan Ltd.,"Moosomin, SK S0G 3N0",6513-Food and beverage servers,6513,Food and beverage servers,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101175679 Saskatchewan Ltd.,"REGINA, SK S4R 2N5",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101175679 Saskatchewan Ltd.,"REGINA, SK S4R 2N5","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101180736 Saskatchewan Ltd,"Regina, SK S4V 3E7",6322-Cooks,6322,Cooks,Unknown,1.0,4.0,3
   Low Wage,Saskatchewan,101180736 Saskatchewan Ltd,"Regina, SK S4V 3E7","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,4.0,3
   Low Wage,Saskatchewan,101196847 Saskatchewan Ltd,"White Bear, SK S0L 3L0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101203126 Saskatchewan Ltd.,"Watrous, SK S0K 4T0",6731-Light duty cleaners,6731,Light duty cleaners,Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,101205567 Saskatchewan Ltd.,"Weyburn, SK S4H 0A4",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101210283 Saskatchewan LTD,"Humboldt, SK S0K 2A0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,6.0,3
   Low Wage,Saskatchewan,101238104 Saskatchewan Ltd.,"Gravelbourg, SK S0H 1X0",6731-Light duty cleaners,6731,Light duty cleaners,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101275124 SASKATCHEWAN LTD,"Regina, SK S4P 1M5",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101289699 Saskatchewan Ltd,"Esterhazy, SK S0A 0X0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,101293062 Saskatchewan Ltd.,"PORCUPINE PLAIN, SK S0E 1H0",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102005784 Saskatchewan Ltd,"Buffalo Narrows, SK S0M 0J0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102011504 SASKATCHEWAN LTD.,"Regina, SK S4P 1M5",6322-Cooks,6322,Cooks,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102020961 Saskatchewan Corporation,"Loon Lake, SK S0M 1L0",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102040787 Saskatchewan Ltd.,"Kenaston, SK S0G 2N0","6741-Dry cleaning, laundry and related occupations",6741,"Dry cleaning, laundry and related occupations",Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102042350 Saskatchewan Ltd.,"Prince Albert, SK S6V 5B3",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102042718 Saskatchewan Inc.,"Regina, SK S4W 0B7",6311-Food service supervisors,6311,Food service supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102049003 Saskatchewan Ltd.,"Wakaw, SK S0K 4P0",6211-Retail sales supervisors,6211,Retail sales supervisors,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102049003 Saskatchewan Ltd.,"Wakaw, SK S0K 4P0",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102049003 Saskatchewan Ltd.,"Wakaw, SK S0K 4P0",6332-Bakers,6332,Bakers,Unknown,1.0,1.0,3
   Low Wage,Saskatchewan,102058254 Saskatchewan Ltd.,"La Ronge, SK S0J 1L0","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102059009 Saskatchewan Ltd.,"Saskatoon, SK S7N 2H2","6711-Food counter attendants, kitchen helpers and related support occupations",6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102063960 Saskatchewan Ltd,"Regina, SK S4P 0A6",6322-Cooks,6322,Cooks,Unknown,1.0,2.0,3
   Low Wage,Saskatchewan,102069564 Saskatchewan Inc,"Weyburn, SK S4H 3A1",6513-Food and beverage servers,6513,Food and beverage servers,Unknown,1.0,1.0,3
